2.9 2.9 1.45 4.35 1.9 0.949999 0.474999 1.425 
2.91 2.91 1.455 4.365 1.91 0.954999 0.477499 1.4325 
2.92 2.92 1.46 4.38 1.92 0.959999 0.479999 1.44 
2.93 2.93 1.465 4.395 1.93 0.964999 0.482499 1.4475 
2.94 2.94 1.47 4.41 1.94 0.969999 0.484999 1.455 
2.95 2.95 1.475 4.425 1.95 0.974999 0.487499 1.4625 
2.96 2.96 1.48 4.44 1.96 0.979999 0.489999 1.47 
2.97 2.97 1.485 4.455 1.97 0.984999 0.492499 1.4775 
2.98 2.98 1.49 4.47 1.98 0.989999 0.494999 1.485 
2.99 2.99 1.495 4.485 1.99 0.994999 0.497499 1.4925 
3 3 1.5 4.5 2 0.999999 0.499999 1.5 
3.01 3.01 1.505 4.515 2.01 1.005 0.502499 1.5075 
3.02 3.02 1.51 4.53 2.02 1.01 0.504999 1.515 
3.03 3.03 1.515 4.545 2.03 1.015 0.507499 1.5225 
3.04 3.04 1.52 4.56 2.04 1.02 0.509999 1.53 
3.05 3.05 1.525 4.575 2.05 1.025 0.512499 1.5375 
3.06 3.06 1.53 4.59 2.06 1.03 0.514999 1.545 
3.07 3.07 1.535 4.605 2.07 1.035 0.517499 1.5525 
3.08 3.08 1.54 4.62 2.08 1.04 0.519999 1.56 
3.09 3.09 1.545 4.635 2.09 1.045 0.522499 1.5675 
3.1 3.1 1.55 4.65 2.1 1.05 0.524999 1.575 
3.11 3.11 1.555 4.665 2.11 1.055 0.527499 1.5825 
3.12 3.12 1.56 4.68 2.12 1.06 0.529999 1.59 
3.13 3.13 1.565 4.695 2.13 1.065 0.532499 1.5975 
3.14 3.14 1.57 4.71 2.14 1.07 0.534999 1.605 
3.15 3.15 1.575 4.725 2.15 1.075 0.537499 1.6125 
3.16 3.16 1.58 4.74 2.16 1.08 0.539999 1.62 
3.17 3.17 1.585 4.755 2.17 1.085 0.542499 1.6275 
3.18 3.18 1.59 4.77 2.18 1.09 0.544999 1.635 
3.19 3.19 1.595 4.785 2.19 1.095 0.547499 1.6425 
3.2 3.2 1.6 4.8 2.2 1.1 0.549999 1.65 
3.21 3.21 1.605 4.815 2.21 1.105 0.552499 1.6575 
3.22 3.22 1.61 4.83 2.22 1.11 0.554999 1.665 
3.23 3.23 1.615 4.845 2.23 1.115 0.557499 1.6725 
3.24 3.24 1.62 4.86 2.24 1.12 0.559999 1.68 
3.25 3.25 1.625 4.875 2.25 1.125 0.562499 1.6875 
3.26 3.26 1.63 4.89 2.26 1.13 0.564999 1.695 
3.27 3.27 1.635 4.905 2.27 1.135 0.567499 1.7025 
3.28 3.28 1.64 4.92 2.28 1.14 0.569999 1.71 
3.29 3.29 1.645 4.935 2.29 1.145 0.572499 1.7175 
